image_name,x_centers,y_centers,widths,heights
52.png,0.8921875;0.73984375;0.24609375;0.41015625;0.2625;0.04921875;0.46640625;0.69375;0.91796875;0.22265625,0.6197183098591549;0.6561032863849765;0.7007042253521126;0.30985915492957744;0.6784037558685446;0.25938967136150237;0.47769953051643194;0.704225352112676;0.34624413145539906;0.1772300469483568,0.059375;0.0578125;0.0578125;0.0578125;0.05625;0.0546875;0.0546875;0.053125;0.0515625;0.0515625,0.0892018779342723;0.08685446009389672;0.08685446009389672;0.08450704225352113;0.08450704225352113;0.08215962441314555;0.08215962441314555;0.07981220657276995;0.07746478873239436;0.07746478873239436
53.png,0.2859375;0.90859375;0.82890625;0.31796875;0.734375;0.78203125;0.3765625;0.71875;0.64375;0.828125;0.9171875;0.1234375,0.5925058548009368;0.8067915690866511;0.10421545667447307;0.6428571428571429;0.6346604215456675;0.1557377049180328;0.13817330210772832;0.468384074941452;0.1920374707259953;0.34192037470725994;0.1920374707259953;0.29508196721311475,0.059375;0.0578125;0.0578125;0.0578125;0.053125;0.0515625;0.05;0.05;0.05;0.05;0.05;0.05,0.08899297423887588;0.08665105386416862;0.08665105386416862;0.08665105386416862;0.07962529274004684;0.07728337236533958;0.07494145199063232;0.07494145199063232;0.07494145199063232;0.07494145199063232;0.07494145199063232;0.07494145199063232
54.png,0.67041015625;0.6484375;0.77734375;0.3388671875;0.4560546875;0.396484375;0.8583984375;0.8525390625;0.64013671875,0.21337890625;0.0380859375;0.2685546875;0.453125;0.447265625;0.6884765625;0.6416015625;0.603515625;0.6943359375,0.0595703125;0.05859375;0.05859375;0.0546875;0.0546875;0.0546875;0.0546875;0.052734375;0.0498046875,0.0595703125;0.05859375;0.05859375;0.0546875;0.0546875;0.0546875;0.0546875;0.052734375;0.048828125
55.png,0.3896875;0.1490625;0.744375;0.6075;0.48625;0.0484375;0.2;0.8525;0.7121875;0.9453125;0.76875,0.23538788522848034;0.08342189160467588;0.8544102019128587;0.7906482465462275;0.19553666312433582;0.798087141339001;0.2104144527098831;0.6886291179596175;0.48724760892667374;0.320403825717322;0.6354941551540914,0.059375;0.059375;0.0575;0.05625;0.05625;0.054375;0.0525;0.05125;0.050625;0.050625;0.05,0.10095642933049948;0.10095642933049948;0.09776833156216791;0.09564293304994687;0.09564293304994687;0.09139213602550478;0.08926673751328375;0.0871413390010627;0.08607863974495218;0.08607863974495218;0.08501594048884166
56.png,0.6435714285714286;0.1392857142857143;0.9528571428571428;0.6764285714285714;0.145;0.33071428571428574;0.22142857142857142;0.07,0.7535714285714286;0.665;0.23;0.47214285714285714;0.8164285714285714;0.24071428571428571;0.11428571428571428;0.805,0.05857142857142857;0.05857142857142857;0.05714285714285714;0.055714285714285716;0.05285714285714286;0.05285714285714286;0.05142857142857143;0.05142857142857143,0.05857142857142857;0.05857142857142857;0.05714285714285714;0.055714285714285716;0.05285714285714286;0.05285714285714286;0.05142857142857143;0.05
57.png,0.73583984375;0.06103515625;0.90087890625;0.16357421875;0.044921875;0.9560546875;0.69677734375;0.11865234375;0.34033203125;0.51708984375,0.1686131386861314;0.35255474452554747;0.13211678832116788;0.25328467153284673;0.24087591240875914;0.6437956204379562;0.9233576642335767;0.0927007299270073;0.335036496350365;0.08978102189781022,0.0556640625;0.0556640625;0.0537109375;0.0537109375;0.052734375;0.052734375;0.0517578125;0.0517578125;0.0517578125;0.0498046875,0.08321167883211679;0.08321167883211679;0.08029197080291971;0.08029197080291971;0.07883211678832117;0.07883211678832117;0.07737226277372262;0.07737226277372262;0.07737226277372262;0.07445255474452554
58.png,0.1725;0.92875;0.880625;0.8278125;0.7046875;0.130625;0.9384375;0.9034375;0.651875,0.34925093632958804;0.9410112359550562;0.499063670411985;0.07724719101123595;0.6296816479400749;0.6254681647940075;0.20646067415730338;0.5088951310861424;0.5084269662921348,0.05875;0.05625;0.055;0.054375;0.054375;0.05375;0.053125;0.050625;0.05,0.08801498127340825;0.08426966292134831;0.08239700374531835;0.08146067415730338;0.08146067415730338;0.08052434456928839;0.07958801498127341;0.07584269662921349;0.0749063670411985
59.png,0.201;0.247;0.197;0.041;0.392;0.7;0.144;0.042;0.738;0.659,0.919;0.639;0.087;0.819;0.942;0.794;0.234;0.158;0.886;0.647,0.058;0.058;0.058;0.058;0.056;0.052;0.052;0.052;0.052;0.05,0.058;0.058;0.058;0.058;0.056;0.052;0.052;0.052;0.052;0.05
60.png,0.728515625;0.33935546875;0.20947265625;0.158203125;0.7626953125;0.85693359375;0.12744140625,0.5087890625;0.43603515625;0.20166015625;0.7978515625;0.537109375;0.78955078125;0.08935546875,0.0546875;0.0537109375;0.0537109375;0.052734375;0.052734375;0.0517578125;0.0517578125,0.0546875;0.0537109375;0.0537109375;0.052734375;0.052734375;0.0517578125;0.0517578125
61.png,0.08056640625;0.14697265625;0.81591796875;0.27685546875;0.06787109375;0.9013671875;0.9267578125;0.84521484375;0.4794921875;0.0927734375;0.93310546875;0.46044921875,0.9077598828696926;0.6844802342606149;0.40043923865300146;0.5937042459736457;0.2525622254758419;0.5109809663250366;0.8301610541727672;0.050512445095168376;0.4289897510980966;0.9546120058565154;0.4062957540263543;0.773792093704246,0.0595703125;0.0595703125;0.0576171875;0.0576171875;0.0576171875;0.056640625;0.0546875;0.0537109375;0.052734375;0.05078125;0.0498046875;0.0498046875,0.09077598828696926;0.08931185944363104;0.08638360175695461;0.08638360175695461;0.08638360175695461;0.0849194729136164;0.08199121522693997;0.08052708638360176;0.07906295754026355;0.07613469985358712;0.0746705710102489;0.0746705710102489
62.png,0.64404296875;0.85205078125;0.09814453125;0.490234375;0.81005859375;0.80126953125;0.10546875;0.22900390625,0.8365885416666666;0.3639322916666667;0.60546875;0.9361979166666666;0.201171875;0.419921875;0.9427083333333334;0.4772135416666667,0.0595703125;0.0556640625;0.0556640625;0.0546875;0.0537109375;0.0537109375;0.052734375;0.0498046875,0.07942708333333333;0.07421875;0.07291666666666667;0.07291666666666667;0.07161458333333333;0.07161458333333333;0.0703125;0.06640625
63.png,0.821875;0.555;0.539375;0.6159375;0.10625;0.19375;0.2996875;0.1934375;0.805625,0.7615023474178404;0.8056338028169014;0.32910798122065726;0.7525821596244131;0.3089201877934272;0.5615023474178403;0.6502347417840375;0.85962441314554;0.3323943661971831,0.05875;0.0575;0.0575;0.055625;0.055;0.0525;0.051875;0.050625;0.05,0.08826291079812207;0.0863849765258216;0.08544600938967137;0.0835680751173709;0.08262910798122065;0.07887323943661972;0.07793427230046948;0.07605633802816901;0.07511737089201878
64.png,0.755859375;0.77197265625;0.63671875;0.1318359375;0.423828125;0.78076171875;0.58349609375;0.60546875;0.2333984375;0.9013671875;0.19482421875;0.630859375,0.3923512747875354;0.37535410764872523;0.6628895184135978;0.4631728045325779;0.12181303116147309;0.14305949008498584;0.8781869688385269;0.5835694050991501;0.4475920679886686;0.40226628895184136;0.10623229461756374;0.9036827195467422,0.05859375;0.0576171875;0.056640625;0.056640625;0.0546875;0.0537109375;0.0537109375;0.052734375;0.052734375;0.052734375;0.0517578125;0.05078125,0.1671388101983003;0.1671388101983003;0.1643059490084986;0.16147308781869688;0.15864022662889518;0.1558073654390935;0.1529745042492918;0.1529745042492918;0.1529745042492918;0.1529745042492918;0.1501416430594901;0.14730878186968838
65.png,0.57578125;0.865625;0.72578125;0.29296875;0.84296875;0.571875;0.11484375;0.728125;0.909375;0.034375,0.2728337236533958;0.702576112412178;0.8372365339578455;0.1885245901639344;0.05035128805620609;0.3700234192037471;0.148711943793911;0.38173302107728335;0.5081967213114754;0.8899297423887588,0.0578125;0.05625;0.0546875;0.0546875;0.0546875;0.053125;0.0515625;0.05;0.05;0.05,0.08665105386416862;0.08430913348946135;0.08196721311475409;0.08196721311475409;0.08196721311475409;0.07962529274004684;0.07728337236533958;0.07494145199063232;0.07494145199063232;0.07494145199063232
66.png,0.193125;0.050625;0.115;0.17;0.713125;0.388125;0.55375;0.710625;0.10625,0.349375;0.515625;0.55125;0.754375;0.756875;0.576875;0.2125;0.841875;0.21125,0.05875;0.05875;0.0575;0.0575;0.05375;0.05375;0.0525;0.05125;0.05,0.05875;0.05875;0.0575;0.05625;0.05375;0.05375;0.0525;0.05125;0.05
67.png,0.701875;0.431875;0.50125;0.1975;0.55125;0.2075;0.745;0.681875;0.9475;0.50125,0.199375;0.57375;0.13625;0.70875;0.76;0.39125;0.05125;0.740625;0.92;0.486875,0.05875;0.05875;0.0575;0.0575;0.055;0.055;0.0525;0.05125;0.05;0.05,0.05875;0.0575;0.0575;0.0575;0.055;0.055;0.0525;0.05125;0.05;0.04875
68.png,0.47412109375;0.18896484375;0.70654296875;0.8974609375;0.08251953125;0.95263671875;0.41357421875,0.7064421669106882;0.6083455344070278;0.8045387994143485;0.821376281112738;0.10907759882869693;0.33455344070278187;0.8674963396778916,0.0595703125;0.0556640625;0.0556640625;0.052734375;0.0517578125;0.0517578125;0.0498046875,0.08931185944363104;0.08345534407027819;0.08345534407027819;0.07906295754026355;0.07759882869692533;0.07759882869692533;0.0746705710102489
69.png,0.335625;0.8415625;0.601875;0.259375;0.25875;0.80375;0.8696875;0.06;0.528125,0.09201877934272301;0.9183098591549296;0.3145539906103286;0.4;0.8300469483568075;0.4582159624413146;0.11549295774647887;0.5145539906103287;0.4779342723004695,0.05875;0.058125;0.0575;0.05625;0.055;0.05375;0.053125;0.0525;0.05,0.08826291079812207;0.0863849765258216;0.0863849765258216;0.08450704225352113;0.08262910798122065;0.08075117370892018;0.07887323943661972;0.07887323943661972;0.07511737089201878
70.png,0.9296875;0.7177734375;0.22900390625;0.4296875;0.94970703125;0.50390625;0.216796875;0.22900390625;0.90625;0.68212890625;0.8857421875,0.1337890625;0.158203125;0.46728515625;0.6650390625;0.10302734375;0.52734375;0.943359375;0.15087890625;0.57421875;0.35791015625;0.767578125,0.05859375;0.05859375;0.0576171875;0.056640625;0.0556640625;0.0546875;0.0546875;0.0537109375;0.052734375;0.0517578125;0.05078125,0.05859375;0.05859375;0.0576171875;0.056640625;0.0556640625;0.0546875;0.0546875;0.0537109375;0.052734375;0.0517578125;0.05078125
71.png,0.5673828125;0.16552734375;0.47705078125;0.3701171875;0.70068359375;0.47998046875;0.27734375;0.1484375;0.0986328125,0.5341394025604552;0.12731152204836416;0.43812233285917496;0.8890469416785206;0.6152204836415363;0.30440967283072545;0.9018492176386913;0.6742532005689901;0.5320056899004267,0.05859375;0.0576171875;0.0576171875;0.056640625;0.0556640625;0.0537109375;0.052734375;0.05078125;0.05078125,0.08392603129445235;0.08392603129445235;0.08250355618776671;0.08250355618776671;0.08108108108108109;0.07681365576102418;0.07681365576102418;0.07396870554765292;0.07396870554765292
72.png,0.7228125;0.96625;0.229375;0.4075;0.410625;0.7728125;0.595625;0.903125;0.8646875;0.328125,0.7849109653233365;0.9325210871602624;0.4001874414245548;0.8125585754451734;0.3177132146204311;0.7914714151827554;0.046860356138706656;0.7263355201499532;0.7314901593252109;0.14058106841611998,0.058125;0.0575;0.0575;0.0575;0.05625;0.055625;0.05375;0.0525;0.050625;0.05,0.08716026241799438;0.08622305529522024;0.08622305529522024;0.08622305529522024;0.08434864104967198;0.08341143392689784;0.08059981255857544;0.07872539831302718;0.07591377694470477;0.07497656982193064
73.png,0.644375;0.4125;0.04625;0.708125;0.208125;0.4725;0.8075;0.11875;0.76;0.17875;0.44;0.4525,0.279375;0.555;0.933125;0.046875;0.726875;0.0875;0.55125;0.69625;0.811875;0.08625;0.91;0.6875,0.05875;0.0575;0.0575;0.05625;0.05625;0.055;0.0525;0.0525;0.0525;0.05;0.05;0.05,0.05875;0.0575;0.05625;0.05625;0.05625;0.055;0.0525;0.0525;0.05125;0.05;0.05;0.05
74.png,0.9697265625;0.8330078125;0.673828125;0.705078125;0.1123046875;0.33349609375;0.61572265625;0.8720703125;0.61376953125;0.06396484375,0.47584187408491946;0.23572474377745242;0.35431918008784774;0.5226939970717424;0.6764275256222547;0.6185944363103953;0.27159590043923865;0.34992679355783307;0.38872620790629575;0.7840409956076134,0.05859375;0.05859375;0.05859375;0.05859375;0.052734375;0.0517578125;0.0517578125;0.05078125;0.0498046875;0.0498046875,0.08784773060029283;0.08784773060029283;0.08784773060029283;0.08784773060029283;0.07906295754026355;0.07759882869692533;0.07759882869692533;0.07613469985358712;0.0746705710102489;0.0746705710102489
75.png,0.9501953125;0.71630859375;0.3359375;0.67724609375;0.951171875;0.91015625;0.82763671875;0.84228515625;0.10400390625,0.6304801670146137;0.2348643006263048;0.10438413361169102;0.5981210855949896;0.38204592901878914;0.7995824634655533;0.13674321503131523;0.8653444676409185;0.8194154488517745,0.05859375;0.0537109375;0.052734375;0.0517578125;0.05078125;0.05078125;0.0498046875;0.0498046875;0.0498046875,0.12526096033402923;0.11482254697286012;0.1127348643006263;0.11064718162839249;0.10855949895615867;0.10855949895615867;0.10647181628392484;0.10647181628392484;0.10647181628392484
76.png,0.36376953125;0.4267578125;0.8544921875;0.3583984375;0.6025390625;0.5302734375;0.3349609375,0.19779411764705881;0.2661764705882353;0.11029411764705882;0.7382352941176471;0.5573529411764706;0.8227941176470588;0.5823529411764706,0.0595703125;0.05859375;0.05859375;0.056640625;0.056640625;0.056640625;0.05078125,0.08970588235294118;0.08823529411764706;0.08823529411764706;0.08529411764705883;0.08529411764705883;0.0838235294117647;0.07647058823529412
77.png,0.625;0.85375;0.44875;0.97;0.901875;0.571875;0.9625;0.57625,0.1275;0.265;0.59625;0.83;0.606875;0.539375;0.28375;0.44,0.0575;0.0575;0.0575;0.055;0.05375;0.05125;0.05;0.05,0.0575;0.0575;0.0575;0.055;0.05375;0.05125;0.05;0.05
78.png,0.798828125;0.375;0.47265625;0.93701171875;0.7783203125;0.72216796875;0.7900390625,0.7486979166666666;0.28125;0.4075520833333333;0.5358072916666666;0.6731770833333334;0.6555989583333334;0.5533854166666666,0.05859375;0.05859375;0.05859375;0.0556640625;0.0546875;0.0537109375;0.05078125,0.078125;0.078125;0.078125;0.07421875;0.07291666666666667;0.07161458333333333;0.06770833333333333
79.png,0.92822265625;0.69482421875;0.47607421875;0.76953125;0.77734375;0.85546875;0.888671875;0.22998046875,0.4108072916666667;0.09440104166666667;0.043619791666666664;0.2591145833333333;0.6236979166666666;0.5260416666666666;0.7473958333333334;0.9036458333333334,0.0595703125;0.0556640625;0.0556640625;0.0546875;0.052734375;0.052734375;0.052734375;0.0498046875,0.07942708333333333;0.07421875;0.07421875;0.07291666666666667;0.0703125;0.0703125;0.0703125;0.06510416666666667
80.png,0.5766823161189358;0.8356807511737089;0.3685446009389671;0.945226917057903;0.4209702660406886;0.16666666666666666;0.31846635367762127;0.5805946791862285,0.10044150110375276;0.6335540838852097;0.5618101545253863;0.7064017660044151;0.695364238410596;0.12030905077262694;0.7163355408388521;0.9646799116997793,0.057902973395931145;0.056338028169014086;0.054773082942097026;0.053208137715179966;0.053208137715179966;0.051643192488262914;0.051643192488262914;0.050078247261345854,0.08167770419426049;0.07947019867549669;0.0772626931567329;0.07505518763796909;0.07505518763796909;0.0728476821192053;0.0728476821192053;0.0706401766004415
81.png,0.448125;0.61;0.38625;0.725625;0.7453125;0.271875;0.4553125;0.220625;0.509375;0.529375;0.83375,0.5548266166822868;0.901593252108716;0.8144329896907216;0.6850984067478912;0.7249297094657919;0.6138706654170571;0.13823805060918462;0.4029990627928772;0.8608247422680413;0.5454545454545454;0.6237113402061856,0.05875;0.05875;0.0575;0.05625;0.055625;0.055;0.054375;0.05375;0.0525;0.05125;0.05,0.08809746954076851;0.08809746954076851;0.08622305529522024;0.08434864104967198;0.08341143392689784;0.08247422680412371;0.08153701968134958;0.08059981255857544;0.07778819119025304;0.07685098406747891;0.07403936269915651
82.png,0.0975609756097561;0.10694183864915573;0.4993746091307067;0.10725453408380238;0.7129455909943715;0.641963727329581;0.062226391494684175,0.5539661898569571;0.4044213263979194;0.8485045513654096;0.41677503250975295;0.3211963589076723;0.47139141742522755;0.4245773732119636,0.05628517823639775;0.05628517823639775;0.05565978736710444;0.05565978736710444;0.05503439649781113;0.054409005628517824;0.05315822388993121,0.11703511053315994;0.11703511053315994;0.11573472041612484;0.11573472041612484;0.11443433029908973;0.11313394018205461;0.11053315994798439
83.png,0.27375;0.483125;0.6296875;0.4178125;0.5309375;0.218125;0.944375;0.8584375;0.1378125,0.7574906367041199;0.04307116104868914;0.27668539325842695;0.8487827715355806;0.26264044943820225;0.8614232209737828;0.450374531835206;0.1100187265917603;0.6381086142322098,0.05875;0.0575;0.056875;0.055625;0.055625;0.055;0.0525;0.051875;0.051875,0.08801498127340825;0.08614232209737828;0.0852059925093633;0.08333333333333333;0.08333333333333333;0.08239700374531835;0.07865168539325842;0.07771535580524344;0.07771535580524344
84.png,0.31856540084388185;0.679324894514768;0.4272151898734177;0.16139240506329114;0.8175105485232067;0.7658227848101266;0.9704641350210971;0.9662447257383966,0.1359375;0.7296875;0.26015625;0.74765625;0.73046875;0.959375;0.2015625;0.1375,0.05907172995780591;0.05907172995780591;0.056962025316455694;0.056962025316455694;0.056962025316455694;0.05063291139240506;0.05063291139240506;0.05063291139240506,0.04375;0.04375;0.0421875;0.0421875;0.0421875;0.0375;0.0375;0.0375
85.png,0.10595703125;0.95166015625;0.30908203125;0.31640625;0.392578125;0.849609375;0.5107421875;0.63427734375;0.50927734375,0.82421875;0.7467447916666666;0.4368489583333333;0.7265625;0.5703125;0.5677083333333334;0.55078125;0.7766927083333334;0.7493489583333334,0.0595703125;0.0556640625;0.0556640625;0.0546875;0.0546875;0.052734375;0.05078125;0.0498046875;0.0498046875,0.078125;0.07421875;0.07421875;0.07291666666666667;0.07291666666666667;0.0703125;0.06770833333333333;0.06640625;0.06640625
86.png,0.71015625;0.04765625;0.58671875;0.79765625;0.58671875;0.13671875;0.10234375,0.4180327868852459;0.7154566744730679;0.15105386416861827;0.832552693208431;0.446135831381733;0.27400468384074944;0.08196721311475409,0.0546875;0.0546875;0.0546875;0.0515625;0.0515625;0.0515625;0.0515625,0.08196721311475409;0.08196721311475409;0.08196721311475409;0.07728337236533958;0.07728337236533958;0.07494145199063232;0.07494145199063232
87.png,0.730625;0.8075;0.828125;0.548125;0.641875;0.82625;0.26875;0.943125;0.78875;0.675;0.255;0.95125,0.310625;0.3375;0.580625;0.815625;0.164375;0.3575;0.189375;0.540625;0.34;0.71;0.085;0.34875,0.05875;0.0575;0.05625;0.05625;0.05625;0.055;0.0525;0.05125;0.05;0.05;0.05;0.05,0.05875;0.0575;0.05625;0.05625;0.05625;0.055;0.05125;0.05125;0.05;0.05;0.05;0.05
